ticker,symbol_yf,company_name,listing_date,shares_outstanding,board,status,sector
ANDI,ANDI.JK,Andira Agro Tbk.,16 Agt 2018,9350000000,Pemantauan Khusus,active,
LAND,LAND.JK,Trimitra Propertindo Tbk.,23 Agt 2018,2792620000,Pengembangan,active,
MOLI,MOLI.JK,Madusari Murni Indah Tbk.,30 Agt 2018,2724036581,Pengembangan,active,
PANI,PANI.JK,Pantai Indah Kapuk Dua Tbk.,2018-09-18,18117025598,Utama,active,
DIGI,DIGI.JK,Arkadia Digital Media Tbk.,2018-09-18,1625000000,Pemantauan Khusus,active,
CITY,CITY.JK,Natura City Developments Tbk.,2018-09-28,5405188966,Pengembangan,active,
SAPX,SAPX.JK,Satria Antaran Prima Tbk.,2018-10-03,833333300,Pengembangan,active,
SURE,SURE.JK,Super Energy Tbk.,2018-10-05,1497576771,Pengembangan,active,
HKMU,HKMU.JK,HK Metals Utama Tbk.,2018-10-09,3221750000,Pemantauan Khusus,active,
MPRO,MPRO.JK,Maha Properti Indonesia Tbk.,2018-10-09,9942500000,Pengembangan,active,
DUCK,DUCK.JK,Jaya Bersama Indo Tbk.,2018-10-10,1283330000,Pemantauan Khusus,active,
GOOD,GOOD.JK,Garudafood Putra Putri Jaya Tb,2018-10-10,36897901455,Utama,active,
SKRN,SKRN.JK,Superkrane Mitra Utama Tbk.,2018-10-11,7500000000,Utama,active,
YELO,YELO.JK,Yelooo Integra Datanet Tbk.,2018-10-29,1912774405,Pengembangan,active,
CAKK,CAKK.JK,Cahayaputra Asa Keramik Tbk.,2018-10-31,1203300219,Pengembangan,active,
SATU,SATU.JK,Kota Satu Properti Tbk.,2018-11-05,1375000000,Pengembangan,active,
SOSS,SOSS.JK,Shield On Service Tbk.,2018-11-06,974525743,Pemantauan Khusus,active,
DEAL,DEAL.JK,Dewata Freightinternational Tb,2018-11-11,1146170959,Pemantauan Khusus,active,
POLA,POLA.JK,Pool Advista Finance Tbk.,2018-11-16,3351075600,Pengembangan,active,
DIVA,DIVA.JK,Distribusi Voucher Nusantara T,2018-11-27,1428571400,Pengembangan,active,
LUCK,LUCK.JK,Sentral Mitra Informatika Tbk.,2018-11-28,715749640,Pengembangan,active,
URBN,URBN.JK,Urban Jakarta Propertindo Tbk.,2018-12-10,3232122640,Pengembangan,active,
SOTS,SOTS.JK,Satria Mega Kencana Tbk.,2018-12-10,1000003979,Pengembangan,active,
ZONE,ZONE.JK,Mega Perintis Tbk.,2018-12-12,870171478,Pengembangan,active,
PEHA,PEHA.JK,Phapros Tbk.,2018-12-26,840000000,Pengembangan,active,
FOOD,FOOD.JK,Sentra Food Indonesia Tbk.,2019-01-08,650000000,Pemantauan Khusus,active,
BEEF,BEEF.JK,Estika Tata Tiara Tbk.,2019-01-10,8120249598,Pengembangan,active,
POLI,POLI.JK,Pollux Hotels Group Tbk.,2019-01-10,2010526400,Pengembangan,active,
CLAY,CLAY.JK,Citra Putra Realty Tbk.,2019-01-18,2570000000,Pengembangan,active,
NATO,NATO.JK,Olympus Strategic Indonesia Tb,2019-01-18,8001111504,Pengembangan,active,
JAYA,JAYA.JK,Armada Berjaya Trans Tbk.,2019-02-21,798499394,Pengembangan,active,
COCO,COCO.JK,Wahana Interfood Nusantara Tbk,2019-03-20,3559455924,Pengembangan,active,
MTPS,MTPS.JK,Meta Epsi Tbk.,2019-04-10,2084850829,Pemantauan Khusus,active,
CPRI,CPRI.JK,Capri Nusa Satu Properti Tbk.,2019-04-11,2433379958,Pemantauan Khusus,active,
HRME,HRME.JK,Menteng Heritage Realty Tbk.,2019-04-12,5958750000,Pemantauan Khusus,active,
POSA,POSA.JK,Bliss Properti Indonesia Tbk.,2019-05-10,8388870206,Pemantauan Khusus,active,
JAST,JAST.JK,Jasnita Telekomindo Tbk.,2019-05-16,1082575738,Pengembangan,active,
FITT,FITT.JK,Hotel Fitra International Tbk.,2019-06-11,1304272051,Pengembangan,active,
BOLA,BOLA.JK,Bali Bintang Sejahtera Tbk.,2019-06-17,6000000000,Utama,active,
CCSI,CCSI.JK,Communication Cable Systems In,2019-06-18,1333333331,Pengembangan,active,
SFAN,SFAN.JK,Surya Fajar Capital Tbk.,2019-06-19,1359934021,Pengembangan,active,
POLU,POLU.JK,Golden Flower Tbk.,2019-06-26,750000000,Pengembangan,active,
KJEN,KJEN.JK,Krida Jaringan Nusantara Tbk.,2019-07-01,500000000,Pengembangan,active,
KAYU,KAYU.JK,Darmi Bersaudara Tbk.,2019-07-04,665000000,Pemantauan Khusus,active,
ITIC,ITIC.JK,Indonesian Tobacco Tbk.,2019-07-04,940720000,Pengembangan,active,
PAMG,PAMG.JK,Bima Sakti Pertiwi Tbk.,2019-07-05,3125000000,Pengembangan,active,
IPTV,IPTV.JK,MNC Vision Networks Tbk.,2019-07-08,42197950841,Pemantauan Khusus,active,
BLUE,BLUE.JK,Berkah Prima Perkasa Tbk.,2019-07-08,418000000,Pengembangan,active,
ENVY,ENVY.JK,Envy Technologies Indonesia Tb,2019-07-08,1800000000,Pemantauan Khusus,active,
EAST,EAST.JK,Eastparc Hotel Tbk.,2019-07-09,4126405336,Pengembangan,active,
LIFE,LIFE.JK,MSIG Life Insurance Indonesia,2019-07-09,2100000000,Pengembangan,active,
FUJI,FUJI.JK,Fuji Finance Indonesia Tbk.,2019-07-09,1300000000,Pengembangan,active,
KOTA,KOTA.JK,DMS Propertindo Tbk.,2019-07-09,10546185701,Utama,active,
INOV,INOV.JK,Inocycle Technology Group Tbk.,2019-07-10,1808221900,Pengembangan,active,
ARKA,ARKA.JK,Arkha Jayanti Persada Tbk.,2019-07-10,2000000000,Pemantauan Khusus,active,
SMKL,SMKL.JK,Satyamitra Kemas Lestari Tbk.,2019-07-11,3418085290,Pengembangan,active,
HDIT,HDIT.JK,Hensel Davest Indonesia Tbk.,2019-07-12,1524680000,Pengembangan,active,
KEEN,KEEN.JK,Kencana Energi Lestari Tbk.,2019-09-02,3666312500,Utama,active,
BAPI,BAPI.JK,Bhakti Agung Propertindo Tbk.,2019-09-16,5591980103,Pemantauan Khusus,active,
TFAS,TFAS.JK,Telefast Indonesia Tbk.,2019-09-17,1666666500,Pengembangan,active,
GGRP,GGRP.JK,Gunung Raja Paksi Tbk.,2019-09-19,12111376157,Pengembangan,active,
OPMS,OPMS.JK,Optima Prima Metal Sinergi Tbk,2019-09-23,1000000000,Pengembangan,active,
NZIA,NZIA.JK,Nusantara Almazia Tbk.,2019-09-25,2197540705,Pengembangan,active,
SLIS,SLIS.JK,Gaya Abadi Sempurna Tbk.,2019-10-07,2463339599,Pengembangan,active,
PURE,PURE.JK,Trinitan Metals and Minerals T,2019-10-09,1375181505,Pemantauan Khusus,active,
IRRA,IRRA.JK,Itama Ranoraya Tbk.,2019-10-15,1600000000,Pengembangan,active,
DMMX,DMMX.JK,Digital Mediatama Maxima Tbk.,2019-10-21,7692307700,Pengembangan,active,
SINI,SINI.JK,Singaraja Putra Tbk.,2019-11-08,481000000,Pemantauan Khusus,active,
WOWS,WOWS.JK,Ginting Jaya Energi Tbk.,2019-11-08,2475720000,Pengembangan,active,
ESIP,ESIP.JK,Sinergi Inti Plastindo Tbk.,2019-11-14,1109953847,Pengembangan,active,
TEBE,TEBE.JK,Dana Brata Luhur Tbk.,2019-11-18,1285000000,Utama,active,
KEJU,KEJU.JK,Mulia Boga Raya Tbk.,2019-11-25,5624999999,Utama,active,
PSGO,PSGO.JK,Palma Serasih Tbk.,2019-11-25,18850000000,Utama,active,
AGAR,AGAR.JK,Asia Sejahtera Mina Tbk.,2019-12-02,1000000000,Pengembangan,active,
IFSH,IFSH.JK,Ifishdeco Tbk.,2019-12-05,2125000000,Pengembangan,active,
REAL,REAL.JK,Repower Asia Indonesia Tbk.,2019-12-06,6633610151,Pengembangan,active,
IFII,IFII.JK,Indonesia Fibreboard Industry,2019-12-10,9412000000,Pengembangan,active,
PMJS,PMJS.JK,Putra Mandiri Jembar Tbk.,2019-12-18,13755600000,Pengembangan,active,
UCID,UCID.JK,Uni-Charm Indonesia Tbk.,2019-12-20,4156572300,Utama,active,
GLVA,GLVA.JK,Galva Technologies Tbk.,2019-12-23,1500000000,Pengembangan,active,
PGJO,PGJO.JK,Bahtera Bumi Raya Tbk.,2020-01-08,795859095,Pemantauan Khusus,active,
AMAR,AMAR.JK,Bank Amar Indonesia Tbk.,2020-01-09,18197283760,Pengembangan,active,
CSRA,CSRA.JK,Cisadane Sawit Raya Tbk.,2020-01-09,2050000000,Utama,active,
INDO,INDO.JK,Royalindo Investa Wijaya Tbk.,2020-01-13,4480741638,Pengembangan,active,
AMOR,AMOR.JK,Ashmore Asset Management Indon,2020-01-14,2222222400,Pengembangan,active,
TRIN,TRIN.JK,Perintis Triniti Properti Tbk.,2020-01-15,4551457789,Pengembangan,active,
DMND,DMND.JK,Diamond Food Indonesia Tbk.,2020-01-22,9468359000,Pengembangan,active,
PURA,PURA.JK,Putra Rajawali Kencana Tbk.,2020-01-29,6301930902,Pemantauan Khusus,active,
PTPW,PTPW.JK,Pratama Widya Tbk.,2020-02-07,878187500,Pengembangan,active,
TAMA,TAMA.JK,Lancartama Sejati Tbk.,2020-02-10,1200000696,Pemantauan Khusus,active,
IKAN,IKAN.JK,Era Mandiri Cemerlang Tbk.,2020-02-12,833333000,Pengembangan,active,
SAMF,SAMF.JK,Saraswanti Anugerah Makmur Tbk,2020-03-31,10250000000,Utama,active,
SBAT,SBAT.JK,Sejahtera Bintang Abadi Textil,2020-04-08,4752982378,Pemantauan Khusus,active,
KBAG,KBAG.JK,Karya Bersama Anugerah Tbk.,2020-04-08,7150002603,Pemantauan Khusus,active,
CBMF,CBMF.JK,Cahaya Bintang Medan Tbk.,2020-04-09,1875000000,Pemantauan Khusus,active,
RONY,RONY.JK,Aracord Nusantara Group Tbk.,2020-04-09,1250000000,Pengembangan,active,
CSMI,CSMI.JK,Cipta Selera Murni Tbk.,2020-04-09,816061500,Pengembangan,active,
BBSS,BBSS.JK,Bumi Benowo Sukses Sejahtera T,2020-04-15,4800016020,Pengembangan,active,
BHAT,BHAT.JK,Bhakti Multi Artha Tbk.,2020-04-15,5000000000,Pengembangan,active,
CASH,CASH.JK,Cashlez Worldwide Indonesia Tb,2020-05-04,1431125517,Akselerasi,active,
TECH,TECH.JK,Indosterling Technomedia Tbk.,2020-06-04,1256300000,Pemantauan Khusus,active,
EPAC,EPAC.JK,Megalestari Epack Sentosaraya,2020-07-01,3303400000,Pemantauan Khusus,active,
UANG,UANG.JK,Pakuan Tbk.,2020-07-06,1210000000,Pengembangan,active,
PGUN,PGUN.JK,Pradiksi Gunatama Tbk.,2020-07-07,5737848882,Pengembangan,active,
SOFA,SOFA.JK,Solusi Environment Asia Tbk.,2020-07-07,1653574499,Akselerasi,active,
PPGL,PPGL.JK,Prima Globalindo Logistik Tbk.,2020-07-20,771178020,Akselerasi,active,
TOYS,TOYS.JK,Sunindo Adipersada Tbk.,06 Agt 2020,1435000712,Pemantauan Khusus,active,
SGER,SGER.JK,Sumber Global Energy Tbk.,10 Agt 2020,15586909438,Utama,active,
TRJA,TRJA.JK,Transkon Jaya Tbk.,27 Agt 2020,1510200000,Pengembangan,active,
PNGO,PNGO.JK,Pinago Utama Tbk.,31 Agt 2020,781250000,Utama,active,
SCNP,SCNP.JK,Selaras Citra Nusantara Perkas,2020-09-07,2500000000,Pengembangan,active,
BBSI,BBSI.JK,Krom Bank Indonesia Tbk.,2020-09-07,3637976068,Utama,active,
KMDS,KMDS.JK,Kurniamitra Duta Sentosa Tbk.,2020-09-07,800000000,Pengembangan,active,
PURI,PURI.JK,Puri Global Sukses Tbk.,2020-09-08,1000000000,Pengembangan,active,
SOHO,SOHO.JK,Soho Global Health Tbk.,2020-09-08,12691682390,Pengembangan,active,
HOMI,HOMI.JK,Grand House Mulia Tbk.,2020-09-10,1575000000,Pengembangan,active,
ROCK,ROCK.JK,Rockfields Properti Indonesia,2020-09-10,1435185100,Pengembangan,active,
ENZO,ENZO.JK,Morenzo Abadi Perkasa Tbk.,2020-09-14,2162547122,Pengembangan,active,
PLAN,PLAN.JK,Planet Properindo Jaya Tbk.,2020-09-15,896709596,Akselerasi,active,
PTDU,PTDU.JK,Djasa Ubersakti Tbk.,2020-12-08,1500000000,Pemantauan Khusus,active,
ATAP,ATAP.JK,Trimitra Prawara Goldland Tbk.,2020-12-11,1250000000,Pengembangan,active,
VICI,VICI.JK,Victoria Care Indonesia Tbk.,2020-12-17,6708000000,Utama,active,
PMMP,PMMP.JK,Panca Mitra Multiperdana Tbk.,2020-12-18,2588300000,Pemantauan Khusus,active,
BANK,BANK.JK,Bank Aladin Syariah Tbk.,2021-02-01,14793174908,Pengembangan,active,
WMUU,WMUU.JK,Widodo Makmur Unggas Tbk.,2021-02-02,12941176500,Utama,active,
EDGE,EDGE.JK,Indointernet Tbk.,2021-02-08,2020250000,Pengembangan,active,
UNIQ,UNIQ.JK,Ulima Nitra Tbk.,2021-03-08,3138983000,Utama,active,
BEBS,BEBS.JK,Berkah Beton Sadaya Tbk.,2021-03-10,45000000000,Pemantauan Khusus,active,
SNLK,SNLK.JK,Sunter Lakeside Hotel Tbk.,2021-03-29,450000000,Pengembangan,active,
ZYRX,ZYRX.JK,Zyrexindo Mandiri Buana Tbk.,2021-03-30,1333334556,Pengembangan,active,
LFLO,LFLO.JK,Imago Mulia Persada Tbk.,2021-04-07,1307734937,Akselerasi,active,
FIMP,FIMP.JK,Fimperkasa Utama Tbk.,2021-04-09,400000975,Pemantauan Khusus,active,
TAPG,TAPG.JK,Triputra Agro Persada Tbk.,2021-04-12,19852540000,Utama,active,
NPGF,NPGF.JK,Nusa Palapa Gemilang Tbk.,2021-04-14,3240235840,Pengembangan,active,
LUCY,LUCY.JK,Lima Dua Lima Tiga Tbk.,2021-05-05,1514773893,Akselerasi,active,
ADCP,ADCP.JK,Adhi Commuter Properti Tbk.,2021-05-21,22222222200,Pengembangan,active,
HOPE,HOPE.JK,Harapan Duta Pertiwi Tbk.,2021-05-24,2130360203,Pengembangan,active,
MGLV,MGLV.JK,Panca Anugrah Wisesa Tbk.,2021-06-08,1904883411,Akselerasi,active,
TRUE,TRUE.JK,Triniti Dinamik Tbk.,2021-06-10,7571107860,Pengembangan,active,
LABA,LABA.JK,Green Power Group Tbk.,2021-06-10,1103402553,Pengembangan,active,
ARCI,ARCI.JK,Archi Indonesia Tbk.,2021-06-28,25235000000,Pengembangan,active,
IPAC,IPAC.JK,Era Graharealty Tbk.,2021-06-30,949868500,Akselerasi,active,
MASB,MASB.JK,Bank Multiarta Sentosa Tbk.,2021-06-30,1387737233,Pengembangan,active,
BMHS,BMHS.JK,Bundamedik Tbk.,2021-07-06,8603416176,Utama,active,
FLMC,FLMC.JK,Falmaco Nonwoven Industri Tbk.,2021-07-08,781250000,Akselerasi,active,
NICL,NICL.JK,PAM Mineral Tbk.,2021-07-09,10635644907,Pengembangan,active,
UVCR,UVCR.JK,Trimegah Karya Pratama Tbk.,2021-07-27,2000144838,Pengembangan,active,
BUKA,BUKA.JK,Bukalapak.com Tbk.,06 Agt 2021,103167090767,Ekonomi Baru,active,
HAIS,HAIS.JK,Hasnur Internasional Shipping,2021-09-01,2626250000,Pengembangan,active,
OILS,OILS.JK,Indo Oil Perkasa Tbk.,2021-09-06,454056563,Pengembangan,active,
GPSO,GPSO.JK,Geoprima Solusi Tbk.,2021-09-06,666741103,Pengembangan,active,
MCOL,MCOL.JK,Prima Andalan Mandiri Tbk.,2021-09-07,3555560000,Utama,active,
RSGK,RSGK.JK,Kedoya Adyaraya Tbk.,2021-09-08,929675000,Pemantauan Khusus,active,
RUNS,RUNS.JK,Global Sukses Solusi Tbk.,2021-09-08,983557875,Akselerasi,active,
SBMA,SBMA.JK,Surya Biru Murni Acetylene Tbk,2021-09-08,929926282,Pengembangan,active,
CMNT,CMNT.JK,Cemindo Gemilang Tbk.,2021-09-08,17125504000,Pengembangan,active,
GTSI,GTSI.JK,GTS Internasional Tbk.,2021-09-08,15819142767,Utama,active,
IDEA,IDEA.JK,Idea Indonesia Akademi Tbk.,2021-09-09,1062437500,Akselerasi,active,
KUAS,KUAS.JK,Ace Oldfields Tbk.,2021-10-25,1292808150,Pengembangan,active,
BOBA,BOBA.JK,Formosa Ingredient Factory Tbk,2021-11-01,1155750000,Pengembangan,active,
MTEL,MTEL.JK,Dayamitra Telekomunikasi Tbk.,2021-11-22,83559677444,Utama,active,
DEPO,DEPO.JK,Caturkarda Depo Bangunan Tbk.,2021-11-25,6790000000,Pengembangan,active,
BINO,BINO.JK,Perma Plasindo Tbk.,2021-11-25,2275316111,Pengembangan,active,
CMRY,CMRY.JK,Cisarua Mountain Dairy Tbk.,2021-12-06,7934683000,Utama,active,
WGSH,WGSH.JK,Wira Global Solusi Tbk.,2021-12-06,1042500000,Akselerasi,active,
TAYS,TAYS.JK,Jaya Swarasa Agung Tbk.,2021-12-06,1098920000,Pengembangan,active,
WMPP,WMPP.JK,Widodo Makmur Perkasa Tbk.,2021-12-06,29419000000,Pemantauan Khusus,active,
RMKE,RMKE.JK,RMK Energy Tbk.,2021-12-07,4375000000,Utama,active,
OBMD,OBMD.JK,OBM Drilchem Tbk.,2021-12-08,805992931,Pengembangan,active,
AVIA,AVIA.JK,Avia Avian Tbk.,2021-12-08,61953555600,Utama,active,
IPPE,IPPE.JK,Indo Pureco Pratama Tbk.,2021-12-09,4600000000,Pemantauan Khusus,active,
NASI,NASI.JK,Wahana Inti Makmur Tbk.,2021-12-13,807400000,Pengembangan,active,
BSML,BSML.JK,Bintang Samudera Mandiri Lines,2021-12-16,1850225000,Pengembangan,active,
DRMA,DRMA.JK,Dharma Polimetal Tbk.,2021-12-20,4705882300,Utama,active,
ADMR,ADMR.JK,Alamtri Minerals Indonesia Tbk,2022-01-03,40882331500,Utama,active,
SEMA,SEMA.JK,Semacom Integrated Tbk.,2022-01-10,1347258842,Pengembangan,active,
ASLC,ASLC.JK,Autopedia Sukses Lestari Tbk.,2022-01-25,12746354780,Pengembangan,active,
NETV,NETV.JK,MDTV Media Technologies Tbk.,2022-01-26,41360517722,Pengembangan,active,
BAUT,BAUT.JK,Mitra Angkasa Sejahtera Tbk.,2022-01-28,4800182969,Pemantauan Khusus,active,
ENAK,ENAK.JK,Champ Resto Indonesia Tbk.,2022-02-08,2166666800,Pengembangan,active,
NTBK,NTBK.JK,Nusatama Berkah Tbk.,2022-02-09,2700064877,Pengembangan,active,
SMKM,SMKM.JK,Sumber Mas Konstruksi Tbk.,2022-03-09,1253000000,Akselerasi,active,
STAA,STAA.JK,Sumber Tani Agung Resources Tb,2022-03-10,10903372600,Utama,active,
NANO,NANO.JK,Nanotech Indonesia Global Tbk.,2022-03-10,4285440269,Akselerasi,active,
BIKE,BIKE.JK,Sepeda Bersama Indonesia Tbk.,2022-03-21,1293916404,Pengembangan,active,
WIRG,WIRG.JK,WIR ASIA Tbk.,2022-04-04,11938622394,Pengembangan,active,
SICO,SICO.JK,Sigma Energy Compressindo Tbk.,2022-04-08,910077764,Pengembangan,active,
GOTO,GOTO.JK,GoTo Gojek Tokopedia Tbk.,2022-04-11,1140573267220,Ekonomi Baru,active,
TLDN,TLDN.JK,Teladan Prima Agro Tbk.,2022-04-12,12946530200,Pengembangan,active,
MTMH,MTMH.JK,Murni Sadar Tbk.,2022-04-20,2068526950,Utama,active,
WINR,WINR.JK,Winner Nusantara Jaya Tbk.,2022-04-25,5235316030,Pemantauan Khusus,active,
IBOS,IBOS.JK,Indo Boga Sukses Tbk.,2022-04-25,8065789529,Akselerasi,active,
OLIV,OLIV.JK,Oscar Mitra Sukses Sejahtera T,2022-05-17,1900073314,Akselerasi,active,
ASHA,ASHA.JK,Cilacap Samudera Fishing Indus,2022-05-27,5000000000,Pengembangan,active,
SWID,SWID.JK,Saraswanti Indoland Developmen,2022-07-07,5385019201,Pengembangan,active,
TRGU,TRGU.JK,Cerestar Indonesia Tbk.,2022-07-08,7945412700,Utama,active,
ARKO,ARKO.JK,Arkora Hydro Tbk.,2022-07-08,2928495000,Pengembangan,active,
CHEM,CHEM.JK,Chemstar Indonesia Tbk.,2022-07-08,1700014594,Pengembangan,active,
DEWI,DEWI.JK,Dewi Shri Farmindo Tbk.,2022-07-18,2000000000,Pengembangan,active,
AXIO,AXIO.JK,Tera Data Indonusa Tbk.,2022-07-20,5840126500,Pengembangan,active,
KRYA,KRYA.JK,Bangun Karya Perkasa Jaya Tbk.,2022-07-25,1663943474,Pengembangan,active,
HATM,HATM.JK,Habco Trans Maritima Tbk.,2022-07-26,8680000000,Utama,active,
RCCC,RCCC.JK,Utama Radar Cahaya Tbk.,02 Agt 2022,787500000,Akselerasi,active,
GULA,GULA.JK,Aman Agrindo Tbk.,03 Agt 2022,1070362500,Pengembangan,active,
JARR,JARR.JK,Jhonlin Agro Raya Tbk.,04 Agt 2022,9230665050,Utama,active,
AMMS,AMMS.JK,Agung Menjangan Mas Tbk.,04 Agt 2022,1235296802,Akselerasi,active,
RAFI,RAFI.JK,Sari Kreasi Boga Tbk.,05 Agt 2022,3128140475,Pemantauan Khusus,active,
KKES,KKES.JK,Kusuma Kemindo Sentosa Tbk.,08 Agt 2022,1500000000,Pemantauan Khusus,active,
ELPI,ELPI.JK,Pelayaran Nasional Ekalya Purn,08 Agt 2022,7412000000,Utama,active,
EURO,EURO.JK,Estee Gold Feet Tbk.,08 Agt 2022,2548826428,Akselerasi,active,
KLIN,KLIN.JK,Klinko Karya Imaji Tbk.,09 Agt 2022,1307530330,Akselerasi,active,
TOOL,TOOL.JK,Rohartindo Nusantara Luas Tbk.,09 Agt 2022,2050020320,Pengembangan,active,
BUAH,BUAH.JK,Segar Kumala Indonesia Tbk.,09 Agt 2022,2000000000,Pengembangan,active,
CRAB,CRAB.JK,Toba Surimi Industries Tbk.,10 Agt 2022,1950000000,Pengembangan,active,
MEDS,MEDS.JK,Hetzer Medical Indonesia Tbk.,10 Agt 2022,1562500000,Pengembangan,active,
COAL,COAL.JK,Black Diamond Resources Tbk.,2022-09-07,6250000000,Pengembangan,active,
PRAY,PRAY.JK,Famon Awal Bros Sedaya Tbk.,2022-11-08,13959422300,Pengembangan,active,
CBUT,CBUT.JK,Citra Borneo Utama Tbk.,2022-11-08,3125000000,Pengembangan,active,
BELI,BELI.JK,Global Digital Niaga Tbk.,2022-11-08,137218985689,Ekonomi Baru,active,
MKTR,MKTR.JK,Menthobi Karyatama Raya Tbk.,2022-11-08,12060428584,Utama,active,
OMED,OMED.JK,Jayamas Medica Industri Tbk.,2022-11-08,27058850000,Utama,active,
BSBK,BSBK.JK,Wulandari Bangun Laksana Tbk.,2022-11-08,25091882375,Pengembangan,active,
PDPP,PDPP.JK,Primadaya Plastisindo Tbk.,2022-11-09,3061341438,Pengembangan,active,
KDTN,KDTN.JK,Puri Sentul Permai Tbk.,2022-11-09,1250023298,Pengembangan,active,
ZATA,ZATA.JK,Bersama Zatta Jaya Tbk.,2022-11-10,8496000000,Pengembangan,active,
NINE,NINE.JK,Techno9 Indonesia Tbk.,2022-12-05,2157000000,Akselerasi,active,
MMIX,MMIX.JK,Multi Medika Internasional Tbk,2022-12-06,4800425380,Pengembangan,active,
PADA,PADA.JK,Personel Alih Daya Tbk.,2022-12-08,3150000000,Pengembangan,active,
ISAP,ISAP.JK,Isra Presisi Indonesia Tbk.,2022-12-09,4020343479,Akselerasi,active,
VTNY,VTNY.JK,Venteny Fortuna International,2022-12-15,6265193445,Pengembangan,active,
SOUL,SOUL.JK,Mitra Tirta Buwana Tbk.,2023-01-06,1082526223,Akselerasi,active,
ELIT,ELIT.JK,Data Sinergitama Jaya Tbk.,2023-01-06,2031643057,Pengembangan,active,
BEER,BEER.JK,Jobubu Jarum Minahasa Tbk.,2023-01-06,4000000000,Pengembangan,active,
CBPE,CBPE.JK,Citra Buana Prasida Tbk.,2023-01-06,1356250000,Pengembangan,active,
SUNI,SUNI.JK,Sunindo Pratama Tbk.,2023-01-09,2500000000,Utama,active,
CBRE,CBRE.JK,Cakra Buana Resources Energi T,2023-01-09,4538067441,Pengembangan,active,
WINE,WINE.JK,Hatten Bali Tbk.,2023-01-10,2710000000,Pengembangan,active,
BMBL,BMBL.JK,Lavender Bina Cendikia Tbk.,2023-01-11,1030080995,Akselerasi,active,
PEVE,PEVE.JK,Penta Valent Tbk.,2023-01-24,1765625000,Pengembangan,active,
LAJU,LAJU.JK,Jasa Berdikari Logistics Tbk.,2023-01-27,2149942974,Pengembangan,active,
FWCT,FWCT.JK,Wijaya Cahaya Timber Tbk.,2023-02-01,1963000000,Pengembangan,active,
NAYZ,NAYZ.JK,Hassana Boga Sejahtera Tbk.,2023-02-06,2550011472,Akselerasi,active,
IRSX,IRSX.JK,Folago Global Nusantara Tbk.,2023-02-07,6195047377,Pengembangan,active,
PACK,PACK.JK,Abadi Nusantara Hijau Investam,2023-02-08,32352008997,Akselerasi,active,
VAST,VAST.JK,Vastland Indonesia Tbk.,2023-02-08,3055737049,Pengembangan,active,
CHIP,CHIP.JK,Pelita Teknologi Global Tbk.,2023-02-08,806000000,Akselerasi,active,
HALO,HALO.JK,Haloni Jane Tbk.,2023-02-08,6078729117,Pengembangan,active,
KING,KING.JK,Hoffmen Cleanindo Tbk.,2023-02-16,2602852170,Akselerasi,active,
PGEO,PGEO.JK,Pertamina Geothermal Energy Tb,2023-02-24,41899535623,Utama,active,
FUTR,FUTR.JK,Futura Energi Global Tbk.,2023-02-27,6635551959,Pengembangan,active,
HILL,HILL.JK,Hillcon Tbk.,2023-03-01,14741500000,Pemantauan Khusus,active,
BDKR,BDKR.JK,Berdikari Pondasi Perkasa Tbk.,2023-03-03,4725101522,Utama,active,
PTMP,PTMP.JK,Mitra Pack Tbk.,2023-03-06,3169200000,Pengembangan,active,
SAGE,SAGE.JK,Saptausaha Gemilangindah Tbk.,2023-03-08,8033527260,Pemantauan Khusus,active,
TRON,TRON.JK,Teknologi Karya Digital Nusa T,2023-03-08,2951328448,Pengembangan,active,
CUAN,CUAN.JK,Petrindo Jaya Kreasi Tbk.,2023-03-08,112418900000,Utama,active,
NSSS,NSSS.JK,Nusantara Sawit Sejahtera Tbk.,2023-03-10,23801568645,Pengembangan,active,
GTRA,GTRA.JK,Grahaprima Suksesmandiri Tbk.,2023-03-30,1894375000,Pengembangan,active,
HAJJ,HAJJ.JK,Arsy Buana Travelindo Tbk.,2023-04-05,2468527572,Akselerasi,active,
JATI,JATI.JK,Informasi Teknologi Indonesia,2023-05-08,3262520106,Pengembangan,active,
TYRE,TYRE.JK,King Tire Indonesia Tbk.,2023-05-08,3480581727,Pengembangan,active,
MPXL,MPXL.JK,MPX Logistics International Tb,2023-05-09,2000014587,Pengembangan,active,
SMIL,SMIL.JK,Sarana Mitra Luas Tbk.,2023-05-12,8751668239,Utama,active,
KLAS,KLAS.JK,Pelayaran Kurnia Lautan Semest,2023-06-12,3644415975,Pengembangan,active,
MAXI,MAXI.JK,Maxindo Karya Anugerah Tbk.,2023-06-12,9610099981,Pengembangan,active,
VKTR,VKTR.JK,VKTR Teknologi Mobilitas Tbk.,2023-06-19,43750000000,Pengembangan,active,
RELF,RELF.JK,Graha Mitra Asia Tbk.,2023-06-22,5727832195,Akselerasi,active,
AMMN,AMMN.JK,Amman Mineral Internasional Tb,2023-07-07,72518217656,Utama,active,
CRSN,CRSN.JK,Carsurin Tbk.,2023-07-10,2892000000,Pengembangan,active,
GRPM,GRPM.JK,Graha Prima Mentari Tbk.,2023-07-10,1548103296,Akselerasi,active,
WIDI,WIDI.JK,Widiant Jaya Krenindo Tbk.,2023-07-10,1600031683,Akselerasi,active,
TGUK,TGUK.JK,Platinum Wahab Nusantara Tbk.,2023-07-10,3571451815,Pemantauan Khusus,active,
